video_id,title,description,category,sub_category,tags
1M5r_B1_WZ8,north korean athletes watch olympics,olympic athletes mingle throughout game north korean athletes separate watch closely monitor wherever go system watch back home north amid inevitable fear defections athletes members delegation,News & Politics,Sports News,"latest News,Happening Now,CNN,World News,Olympics,North Korea"
1MpvqFf8tTs,usb tech news weekly,handson hololens new contest help women funders solve biggest problems world face right women tech founder allyson kapin explain new tool use ai create face people dont exist want decide theyre hot usb come usb name conventions get complicate understand scott stein cnet handson hololens thoughts improvements new use case host megan morrone jason howell download subscribe show httpstwittvshowstechnewsweekly,News & Politics,Technology News,"News,USB 3.2,Women Startup Competition,Women Who Tech,This Person Doesn't Exist,HoloLens 2.0"
1bE1M_vvQhQ,mp political crisis bjp demand floor test madhya pradesh assembly,madhya pradesh bjp submit memorandum governor lalji tandon demand floor test division vote voice vote budget session begin monday mppoliticalcrisis bjp madhyapradeshfloortest subscribe india today new videos every day make sure enable push notifications youll never miss new video need press bell icon next subscribe button india today tv indias lead english news channel india today youtube channel offer latest news videos politics business cricket bollywood lifestyle auto technology travel entertainment lot stay tune latest update indepth analysis news india around world download mobile app india news video publisher httpsindiatodayapplinkzkosvvdrnp follow us official website httpswwwindiatodayin twitter httpstwittercomindiatoday facebook httpswwwfacebookcomindiatoday,News & Politics,Political News,"bjp demands floor test in madhya pradesh,bjp demands floor test in mp,madhya pradesh,madhya pradesh floor test,madhya pradesh congress,madhya pradesh crisis,madhya pradesh govt crisis,bhopal news madhya pradesh,floor test madhya pradesh,floor test in mp,floor test in madhya pradesh,floor test madhya pradesh assembly,floor test news in madhya pradesh,madhya pradesh latest news,madhya pradesh news,madhya pradesh govt,india today,india today news"
1c6npARAiJ4,world news day live,world news day aim celebrate look many facets good journalism live sph studios delve stories get us talk storytellers bring stories life discuss dissect inspirations aspirations join us celebrate power journalism role play put stories global map threats journalism century ability inform inspire mass newsmatters worldnewsday follow world news day website httpworldnewsdayorg facebook instagram twitter,News & Politics,World News,"world news day,world news day 2019,world news day live,journalism,celebrate journalism,newsroom efforts,good journalism,real news matters,journalism matters,canadian journalism foundation,world editors forum,WAN-IFRA,google news initiative,world news"
1xC12rTQwiw,weather forecast rain expect western cape,news visit httpwwwsabccozanews,News & Politics,Weather News,"SABC News,actuality,world news,local news,Western Cape,SAWS,Cape Town"
20w2DhQO-WE,teens play insane tennis match across rooftops coronavirus news april,two teens manage impressive tennis rally rooftops italian town finale ligure one example sport change age coronavirus south korean baseball league announce preseason schedule would resume without fan reporters could attend temperature take disinfect hand us nfl draft begin usually festive event hold virtually,News & Politics,Sports News,"Inside edition,inside_edition,ie newsdesk,ie celebrity,coronavirus,covid,quarantine,social distancing,lockdown,pandemic,sports,teens,tennis,baseball,soccer,football,nfl draft,italy,south korea,leigh scheps,zoom,cyclist,boston,marathon,massachusetts,lonely,runner,swiss,formula one,switzerland,tennis on rooftop,tennis on roof"
2CdV00pirjU,coronavirus mean business cnbc report,novel coronavirus originate asia spread europe americas beyond impact businesses around world cnbc nessa anwar timothyna duncan report industries respond outbreak subscribe us youtube subscribe cnbc international tv youtube like facebook page httpswwwfacebookcomcnbcinternational follow us instagram httpswwwinstagramcomcnbcinternational follow us twitter httpstwittercomcnbci cnbc coronavirus,News & Politics,Economic News,"CNBC,timothyna duncan,nessa anwar,coronavirus,covid-19,coronavirus economy,corona flu,coronavirus china,coronavirus uk,coronavirus wuhan,coronavirus explained,covid 19 virus,covid 19 news,coronavirus singapore,mwc 2020,geneva motor show 2020,n95 mask,cnbc international,pandemic,sars,sars virus outbreak 2003,coronavirus economic impact,china virus outbreak 2020,What the coronavirus means for business,coronavirus business,mwc 2021,epidemic"
2Ct709LdeTk,prime time ravish kumar aug indias economic growth low,indias economy expand slowest pace six years government data show friday growth countrys gross domestic product gdp stand per cent first quarter current financial year compare per cent previous quarter per cent quarter end june decelerate fifth quarter row economic expansion come slowest pace since quarter end march stand per cent slowdown sales cars biscuits lakhs estimate job cut across sectors plague economic growth country say analysts audio hindi ndtv one leaders production broadcast unbiased comprehensive news entertainment program india abroad ndtv deliver reliable information across platforms tv internet mobile subscribe videos like us facebook httpswwwfacebookcomndtv follow us twitter httpstwittercomndtv download ndtv apps httpwwwndtvcompageapps watch videos httpwwwndtvcomvideoyt,News & Politics,Economic News,"Prime Time,ravish kumar,NDTV India,Gdp growth,gdp growth lowest in 6 years,6 year low,job cuts,economic growth,India's Growth Rate,Economy,Nirmala Sitharaman"
2GGOTgtPt20,bloomberg west bring latest tech news live silicon valley,bloomberg west host emily chang dive biggest stories tech talk executives entrepreneurs vcs build technologies tomorrow every weekday pm est pm pst like video subscribe bloomberg youtube subscribe bloomberg politics latest political news bloomberg first word business news deliver break news analysis uptotheminute market data feature profile httpwwwbloombergcom connect us twitter httpstwittercombusiness facebook httpswwwfacebookcombloombergbusiness instagram httpswwwinstagramcombloombergbusiness bloomberg television bring coverage biggest business stories exclusive interview newsmakers hours day httpwwwbloombergcomlive connect us twitter httpstwittercombloombergtv facebook httpswwwfacebookcombloombergtelevision instagram httpswwwinstagramcombloombergtv,News & Politics,Technology News,"News,bloomberg,wall street,business news"
2N4Px6wS_KI,bloomberg technology full show,daily news program focus exclusively technology innovation future business san francisco,News & Politics,Technology News,Bloomberg
2_eJi2i7zcA,pakistan cricket team attend ceremony pm house,dunya news famous one credible news channel pakistan watch latest national international sport entertainment crime news talk show current affairs entertainment please subscribe channel flagship show partner channel hasb e haal mazaaq raat subscribe dunyanews channel httpwwwyoutubecom dont forget like share video friends,News & Politics,Sports News,"JIT decision,JIT vs PMLN,cpec,Dunya Tv,Dunya Live,dawn leaks,JIT vs Qatri Prince,champions 2017,fakhar zaman,JIT Ka Faisla,JIT na kya kiya,panama case,imran khan,qamar javed bajwa,sarfraz ahmed,panama leaks,JIT,pakistan,raheel sharif,china pakistan,pak army,JIT vs Qatri shahzada,breaking news,nawaz sharif,Dunya News,hasan ali,latest news,pakistan army,qamar bajwa,pakistani cricket"
2b2SM8fyU8E,ada derana world news weekend may,ada derana world news weekend may newepicenter quarantinelaws coronaviruscrisis reopeningamerica immunitypassport hongkongprotest bidenapology peektothepast,News & Politics,World News,"AdaDerana,AdaDerana24,TVDERANA,news,24news,adaderana24,News&CurrentAffairs,SriLanka 2019,SriLanka'sNewsChannel,NewsProgrammes"
34ZZuoLLYbE,totally haunt radio tech news weekly,new apple hardware oculus rift apple quietly unveil number improvements product library new ipad mini ipad air imac airpods draft developer greg pierce share unique perspective new announcements ridiculous buy vinyl record nothing silence purpose use silent meditation insurance company start dip toe water monitor social network insurance claim violations privacy advocate say would happen long ago internet things rife security hole wirecutters rachel cericola tip help protect hackers russell holly mobile nations game developers conference quality time google stadia oculus rift oculus quest host megan morrone jason howell guests greg pierce rachel cericola russell holly download subscribe show httpstwittvshowstechnewsweekly,News & Politics,Technology News,"News,oculs,rift,quest,rift s,game developers conference,gdc,klaxo,radio,haunted,iot,Security,password,network,secure,hacker,Homekit,insurance,social,facebook,public,private,share,claims,kickstarter,eric antonow,vinyl meditation,john cage,four minutes and thirty three seconds of silence,drafts,Apple,imac,AirPods,ipad mini,iPad Air"
3BzlVM_zYs0,awkward political debate moments,look back awkward moments presidential vice presidential debate history,News & Politics,Political News,"Fox,News,Debate,GOP,Republican,George,Pataki,Ted,Cruz,Donald,Trump,Jeb,Bush,Rand,Paul,Mike,Huckabee,Rick,Perry,Ben,Carson,Scott,Walker,Carly,Fiorina,politics"
3Jh0vkyWDzg,coronavirus perú colapsa sistema de salud por sumando muertes noticias telemundo,video oficial de noticias telemundo con infectados fallecidos perú es el segundo país de américa latina más afectado por la pandemia sin embargo la falta de medicinas asistencia médica de un sistema de salud en crisis incrementa aún más las cifras de fallecidos suscríbete noticias este es el canal en youtube de la división de noticias de la cadena telemundo en los estados unidos el noticiero telemundo presentado entre semana por josé díazbalart fin de semana por julio vaqueiro es el programa insignia de la división la fuente de información más confiable de la comunidad hispana en los estados unidos el programa enfoque con josé díazbalart los eventos especiales de la cadena forman parte del compromiso de telemundo para llevar los hispanos información política social que pueda guiarlos en los estados unidos el galardonado equipo de corresponsales colaboradores de noticias ofrece las últimas noticias entrevistas con personajes claves análisis comentarios sobre el acontecer nacional e internacional telemundo app telemundo capítulos completos es tu destino digital para disfrutar la programación que te gusta mira episodios completos de tus show favoritos de telemundo televisión en vivo contenido exclusivo al descargar el app telemundo capítulos completos entrar con tu cuenta de proveedor de tv telemundo es una empresa de medios de primera categoría líder en la industria en la producción distribución de contenido en español de alta calidad través de múltiples plataformas para hispanos en los estados unidos alrededor del mundo la cadena ofrece producciones dramáticas originales de telemundo studios el productor de contenido en español de horario estelar así como contenido alternativo películas de cine especiales noticias eventos deportivos de primer nivel alcanzando el de los televidentes hispanos en los estados unidos en mercados través de estaciones propias afiliadas de tv abierta telemundo también es propietaria de wkaq una estación de televisión local que sirve puerto rico telemundo es parte de nbcuniversal telemundo enterprises una división de nbcuniversal una de las compañías líderes en el mundo de los medios entretenimiento nbcuniversal es una subsidiaria de comcast corporation síguenos en twitter danos like en facebook coronavirus perú colapsa sistema de salud por sumando muertes noticias telemundo httpswwwyoutubecomnoticias,News & Politics,COVID 19,"Telemundo,Vanessa Hauc,Liliana Choy,medicinas,muertes,asistencia,coronavirus,COVID-19,América Latina,Latinoamérica,Perú,colapso,hospitales,sistema de salud,Martín Vizcarra,Coronavirus: Perú Colapsa sistema de salud por COVID-19 sumando muertes,las noticias de hoy,lo ultimo en noticias,noticias en español,noticias internacional,noticias telemundo,notisias,El país de América Latina más afectado por la pandemia,falta de medicinas,sistema de salud en crisis,contagio"
3Q4vIxItc9o,hmong news xov xwm hmoob world news hmong xov xwm ntiaj teb hmong tv network,hmong news world news hmong language broadcast news hmong people hmong relate topics hmong culture hmong clothe hmong events news translate english hmong hmong news fresno hmong news minneapolis hmong news st paul hmong news many cities also report national news unite state world news hmong language ntawm yog xov xwm tshiab tawm txhua hnub peb hais txog xov xwm hmoob thiab xov xwm ntiaj teb peb coj xov xwm kub txhov thoob ntiaj teb los hais lus hmoob piav rau nej sawv daws subscribe like video click like button news check newscast playlist like us facebook httpswwwfacebookcomhmongtvnetworkinc follow us twitter httpstwittercomhmongtvnetwork visit website latest news httpshmongtvnetworkcom,News & Politics,World News,"hmong news,news in hmong,news in hmong language,hmong,hmoob,hmong people,hmong language,hmong culture,hmong new year,hmong clothes,hmong food,hmong event,hmong news fresno,hmong news mn,hmong news california,hmong news minnesota,xov xwm,xovxwm,xov xwm tshiab,xov xwm hmoob,xov xwm ntiaj teb,xuv xwm,xuvxwm,xuvxwm hmoob,xuv xwm thoob qaab ntuj,hmong tv network,hmong tv"
3b2203rQvvs,पर scindia mp political update,पर scindia mp crisis कर आज गई इस आजतक और watch latest hindi news live worlds subscribe news channel youtube aajtaklive aajtak hindinews aajtak live tv aaj tak hindi news latest news break news आज तक aaj tak news channel आज तक आज तक और आज तक aaj tak indias best hindi news channel aaj tak news channel cover latest news politics entertainment bollywood business sport stay tune break news hindi download india hindi news mobile app subscribe channel official website httpsaajtakintodayin like us facebook httpwwwfacebookcomaajtak follow us twitter httptwittercomaajtak subscribe network channel india today httpwwwyoutubecomchannelucypva sosorry httpswwwyoutubecomusersosorryp tez httpwwwyoutubecomuserteztvnews dilli aajtak httpwwwyoutubecomuserdilliaajtak,News & Politics,Political News,"scindia resigns,kamalnath,MP Crisis,scindia,mp govt crisismp govt in trouble,madhya pradesh government crisis,mp congress government,mp congress government crisis,jyotiraditya scindia,mp political crisis,madhya pradesh political news,mp latest news,cindia to join bjp,jyotiraditya scindia join bjp,jyotiraditya scindia in bjp,aaj tak news,aaj tak live news,aaj tak hindi news,aaj tak news video,aaj tak videos,aaj tak,aaj tak live,aajtak channel news,resign"
3beI0f8G-3A,football make germany documentaries,documentaries go mass popularity internationally covet players german soccer never highly regard german football association carry unique developmental work new system operate make german football special,News & Politics,Sports News,"World Cup,Thomas Müller,Mesut Özil,Manuel Neuer,European Championship,DW,Deutsche Welle"
3gTsur2xzXg,business technology auto news,tamil media channel focus politics social issue science culture sport cinema entertainment chanakyaa chanakyaatamil chanakyaaexclusive connect chanakyaa subscribe us get latest news update httpswwwyoutubecomchanakyaa visit chanakyaa website like chanakyaa facebook follow chanakyaa twitter httpstwittercomchanakyaatv follow chanakyaa instagram httpswwwinstagramcomchanakyaatvhlen android app httpsplaygooglecomstoreappsdetailsidcomappchanakyaa,News & Politics,Technology News,"Chanakyaa,Chanakyaa Tamil,Chanakyaa TV,Pandey,rangaraj pandey,thanthi tv pandey,rangaraj pandey official,pandey thanthi tv,rangaraj pandey latest speech,rangaraj pandey chanakyaa,rangaraj pandey channel,chanakya rangaraj pandey,chanakya pandey,chanakya pandey channel,pandey speech,rangaraj pandey latest,rangaraj pandey speech,rangaraj pandey chanakya,business news,santhai news,santhai seithi,stock market,share market,petrol rate,gold rate today"
3ioD8RJtuQU,explain tech boom emerge nations bbc news,subscribe bbc news wwwyoutubecombbcnews smartphones remain luxury nearly everyone log social network gain internet access among find new survey pew research center examine develop countries embrace technology bbcs david botti break number subscribe httpwwwyoutubecombbcnews check website httpwwwbbccomnews facebook httpwwwfacebookcombbcworldnews twitter httpwwwtwittercombbcworld instagram httpinstagramcombbcnews,News & Politics,Technology News,"British Broadcasting Corporation (Business Operation),BBC News (TV Program),BBC One (TV Network),Technology (Professional Field),Mobile Phone (Invention),Internet,Pew Research Center (Organization)"
3lvNCOBA3jo,weekend weather rain time,place see rain weekend also drier weather meet office meteorologist aidan mcgivern weekend forecast forecast weather warn within video accurate time record ensure date weather information check forecast wwwmetofficegovuk via meet office app,News & Politics,Weather News,"Uk weather forecast,weather forecast uk,weather week,weather weekend,weather uk,weather England,weather forecast England,weather Scotland,weather forecast Scotland,weather wales,weather forecast wales,rain weather,windy weather,weather today,weather bbc,weather today bbc,forecast today,daily weather,the met office,met office,met office weather,uk weather,weather warnings,weather warning,met office weather warning,weather forecast youtube"
3vX0UAWUTWE,weather forecast winter storm wallop north america,winter weather continue grip much north america bring heavy snowfall high wind freeze rain areas stretch pacific northwest across prairies midwest eastern canada northeast us state global news chief meteorologist provide update expect overnight wednesday morning info please go httpwwwglobalnewsca subscribe global news channel like global news facebook follow global news twitter follow global news instagram,News & Politics,Weather News,"Winter weather,Winter weather forecast,Toronto forecast,Toronto weather forecast,New York forecast,New York weather forecast,Chicago forecast,Chicago weather forecast,Seattle forecast,Seattle weather forecast,Vancouver forecast,Vancouver weather forecast,Calgary forecast,Calgary weather forecast,Saskatoon forecast,Saskatoon weather forecast,Weather,Global News"
3yIUCTmzcec,economy explain,coronavirus pandemic put unprecedented pressure global economy cnns chief business correspondent christine romans explain everything need know understand economy cnn business bring latest news company personalities innovations drive business forward interest cnn business subscribe channel cnn business facebook twitter instagram cnn news business coronavirus,News & Politics,Economic News,"latest News,Happening Now,CNN,coronavirus,business,economy,covid-19,pandemic"
4GUalHuJTro,finance minister indias action plan deal coronavirus,finance minister nirmala sitharaman governments action plan deal economic impact pandemic bqlive live blog videos subscribe channel visit bloombergquint news httpswwwbloombergquintcom latest business news analysis subscribe bqblue subscribe daily newsletter subscribe telegram channel httpstmebqnews follow bloombergquint twitter facebook linkedin,News & Politics,Economic News,"Bloomberg,BloombergQuint,Business,India,News,finance minister,nirmala sitharaman,coronavirus"
4KnIG0U55kY,watch top political news day abp news,violence northeast delhi dead injure delhi government friday announce series measure help victims address press conference chief minister arvind kejriwal say government also open transfer seriously injure patients private hospitals owe heavy rush government hospitals arvindkejriwal pressconference delhiviolence subscribe youtube channel httpswwwyoutubecomuserabpnewstv download abp app apple download abp app android httpsplaygooglecomstoreappsdetailsidcomwinitstarnewshinhlen channel abp news news hub provide comprehensive uptodate news coverage india world get latest top stories current affairs sport business entertainment politics astrology spirituality many abp news abp news popular hindi news channel make debut star news march rebranded abp news june vision channel aapko rakhe aagey promise keep individual ahead inform abp news best define responsible channel fair balance approach combine prompt report insightful analysis news current affairs abp news maintain repute people channel cuttingedge format stateoftheart newsrooms command attention million indians weekly watch live httpabpnewsabpliveinlivetv abp hindi httpabpnewsabplivein abp english httpwwwabplivein social media handle instagram httpswwwinstagramcomabpnewstvhlen facebook abp news english httpswwwfacebookcomabpliverefbrrs facebook httpswwwfacebookcomabpnews twitter httpstwittercomabpnews,News & Politics,Political News,"top news,delhi violence,delhi high court,political news,delhi riots,arvind kejriwal,arvind kejriwal on tahir hussain,arvind kejriwal speech,arvind kejriwal press conference,arvind kejriwal press conference today,arvind kejriwal delhi violence,arvind kejriwal news today,news in hindi live,abp news live,abp news,abp live,live news hindi,hindi news live,live hindi news,live abp news,abp news hindi,abp hindi,एबीपी न्यूज़ लाइव,live news"
4kwgcWog9kc,cyclone mekunu hit coastal karnataka heavy rain rattle mangalore udupi,watch ismart news cyclone mekunu hit coastal karnataka heavy rain rattle mangalore udupi telugu website ap assembly elections live update lok sabha elections live update httpsgoogljexyym todays top news download android app download ios app subscribe telugu live httpsgoogllajmru like us facebook follow us instagram follow us twitter circle us g pin us pinterest watch live todays top news live telugu live httpsgoogllajmru entertainment live news big debate murali krishna download android app download ios app like us facebook follow us instagram follow us twitter,News & Politics,Local News,"tv9,tv9 live,tv9 news,live tv9,tv9 telugu,tv9 ap,telugu news,tv9 youtube,tv9 online,Cyclone Mekunu hits coastal Karnataka : Heavy rains rattle Mangalore,Udupi"
4mUuXu8b-ww,bbc world news america chinas rush resources,dambisa moyo appear bbc world news america discuss latest book winner take key pillars chinas rush resources june,News & Politics,World News,"Dambisa Moyo,Winner Take All,BBC America,Commodities,Coal,Oil,Shale,Gas,World News"
4semIadNgy4,mondays forecast rain coast,national weather forecast monday january call big storm east west humankind amaze moments give us hope humankind stories worth share animalkind cute cuddly curious animals faqs news break break wall indepth examination donald trump border wall,News & Politics,Weather News,"5293180517001,usatyoutube,WX,vpc,WUSA"
56HPGcNXh6A,abc weather forecast,abc weather forecast,News & Politics,Weather News,"abc,news,australia,australian,broadcasting,corporation"
5ABKDvJUK-8,christian world news may,president trump pull summit north korea bring kim jong un back table plus get look dead sea scroll way youve never see amaze grace sing,News & Politics,World News,"cwnepisodes,cwn052518,may 25 2018,cwnyoutube,christian world news,christianity,christian tv,cbnnewsyoutube,cwn,hd720,cbn,5789813146001"
5EJO99LXjrw,watch top political news day abp news,arvind kejriwal pull spectacular win delhi assembly poll aam aadmi party aap set win seat aap term victory good governance opposition see outcome freebies announce aap aam aadmi party sweep delhi assembly poll party give hint take politics national level arvindkejriwal abpnewslive subscribe youtube channel httpswwwyoutubecomuserabpnewstv download abp app apple httpsitunesapplecominappabpl download abp app android httpsplaygooglecomstoreappsde channel abp news news hub provide comprehensive uptodate news coverage india world get latest top stories current affairs sport business entertainment politics astrology spirituality many abp news abp news popular hindi news channel make debut star news march rebranded abp news june vision channel aapko rakhe aagey promise keep individual ahead inform abp news best define responsible channel fair balance approach combine prompt report insightful analysis news current affairs abp news maintain repute people channel cuttingedge format stateoftheart newsrooms command attention million indians weekly watch live httpabpnewsabpliveinlivetv abp hindi httpabpnewsabplivein abp english httpwwwabplivein social media handle instagram httpswwwinstagramcomabpnewstv facebook abp news english httpswwwfacebookcomabpliveref facebook httpswwwfacebookcomabpnews twitter httpstwittercomabpnewstv,News & Politics,Political News,"top news,political story,arvind kejriwal,delhi elections,delhi elections 2020,arvind kejriwal ahead,Arvind Kejriwal,Aam Aadmi Party,aap workers,abp election results 2020,delhi election result 2020,aap delhi election 2020,aap winning delhi 2020,aap celebration,aap win celebration,sunita kejriwal interview,manish sisodia patparganj,parparganj,parvesh verma,parvesh verma ka bayaan,abp news,abp live,abp live news"
5N5fepb1HRw,hack bezoss iphone tech news weekly,apple fbi jeff beezoss iphoen human screenome project first talk joseph menn reuters exclusive report apple reportedly drop plan encrypt icloud backups fbi complain chat joseph cox vice allege hack amazon ceo jeff bezoss iphone saudi crown prince afterward chat tanya basu mit technology review human screenome project would want take screenshot phone every five second science finally jason mikah round things discussion fly brain microsofts surface neo duo host jason howell mikah sargent guests joseph menn joseph cox tanyu basu download subscribe show httpstwittvshowstechnewsweekly products recommend httpstwittoamazon join twit community discourse httpswwwtwitcommunity follow us httpstwittv httpstwittercomtwit httpswwwfacebookcomtwitnetwork httpswwwinstagramcomtwittv us twittv technology podcast network locate san francisco bay area rank technology podcast week tech host leo laporte every week produce hours content variety program include tech news weekly macbreak weekly week google windows weekly security android,News & Politics,Technology News,"Jason Howell,Mikah Sargent,TWiT,Apple,FBI,apple encryption,icloud encryption,iphone encryption,Pensacola,the guardian,reuters,Vice,motherboard,Joseph Menn,joseph cox,jeff bezos,whatsapp,saudi crown prince,mohammad bin salman,iphone hacking,human genome project,human screenome project,MIT,mit technology review,tanya basu,fly brain,wired,connectome,microsoft surface duo,Surface Neo,Android,zac bowden,the verge"
